,Statement,Link,Date,Source,Label
2279,?Amazon accepts Dogecoin.?,https://www.politifact.com/factchecks/2021/may/12/viral-image/no-amazon-doesnt-accept-dogecoin/,12-May-21,Viral image,FALSE
2280,?Every single Petersburg (Va.) school was accredited when I left office.?,https://www.politifact.com/factchecks/2021/may/12/terry-mcauliffe/mcauliffe-overstates-school-progress-petersburg-va/,12-May-21,Terry McAuliffe,FALSE
2281,?Regulating and taxing marijuana?much like we do alcohol?would generate more than $165M in revenue starting in 2022?,https://www.politifact.com/factchecks/2021/may/12/tony-evers/legal-marijuana-revenue-projections-valid-skew-ove/,12-May-21,Tony Evers,TRUE
2282,"For vaccine rates among Americans 65 and older, ?there?s virtually no difference between white, Black, Hispanic, Asian American.?",https://www.politifact.com/factchecks/2021/may/11/joe-biden/biden-boasts-about-equitable-senior-covid-19-vacci/,11-May-21,Joe Biden,FALSE
2283,"""Manufacturing the battery for one electric car produces the same amount of carbon dioxide as running a petrol car for eight years.""",https://www.politifact.com/factchecks/2021/may/11/viral-image/producing-electric-cars-battery-does-not-emit-same/,11-May-21,Viral image,FALSE
2284,The COVID-19 vaccine ?will make the common cold/flu extremely lethal.?,https://www.politifact.com/factchecks/2021/may/11/instagram-posts/no-covid-19-vaccines-wont-make-colds-and-flus-extr/,11-May-21,Instagram posts,FALSE
2285,"""Michigan has requested a full forensic audit.""",https://www.politifact.com/factchecks/2021/may/11/facebook-posts/no-michigan-hasnt-requested-full-forensic-audit-el/,11-May-21,Facebook posts,FALSE
2286,?Birmingham is officially out of gas and fuel and can?t get anymore.?,https://www.politifact.com/factchecks/2021/may/10/viral-image/no-birmingham-isnt-out-gasoline/,10-May-21,Viral image,FALSE
2287,New Jersey ?will be out of gas for a week.?,https://www.politifact.com/factchecks/2021/may/10/facebook-posts/new-jersey-isnt-out-gas-and-s-unlikely-change/,10-May-21,Facebook posts,FALSE
2288,"""Scientists Claim to Spot Fungus Growing on Mars in NASA Rover Photos?",https://www.politifact.com/factchecks/2021/may/10/blog-posting/no-rover-photos-arent-proof-scientists-have-found-/,10-May-21,Bloggers,FALSE
2289,Caitlyn Jenner ?literally killed someone 6 years ago in the streets and was released by a District Attorney.?,https://www.politifact.com/factchecks/2021/may/10/facebook-posts/was-caitlyn-jenner-released-district-attorney-afte/,10-May-21,Facebook posts,FALSE
2290,?The death rate for fully vaccinated people is significantly higher than non-vaccinated [people].?,https://www.politifact.com/factchecks/2021/may/10/instagram-posts/no-death-rate-vaccinated-people-not-higher-unvacci/,10-May-21,Instagram posts,FALSE
2291,"After the American Rescue Plan?s food and nutrition assistance, ?hunger is already sharply down in the United States.?",https://www.politifact.com/factchecks/2021/may/10/joe-biden/fact-checking-bidens-claim-about-hunger-sharply-dr/,10-May-21,Joe Biden,TRUE
2292,?Conventional generators are very thin right now because Texas has gone to so many renewables.?,https://www.politifact.com/factchecks/2021/may/10/institute-energy-research/renewables-arent-primary-factor-texas-mid-april-po/,10-May-21,Institute for Energy Research,FALSE
2293,"Says Chelsea Clinton tweeted, ""If Jesus were alive today he'd be working at Planned Parenthood.""",https://www.politifact.com/factchecks/2021/may/07/facebook-posts/no-chelsea-clinton-didnt-tweet-jesus-would-be-work/,07-May-21,Facebook posts,FALSE
2294,?First time in 70 years the National Day Of Prayer was not observed in our nation?s capital!?,https://www.politifact.com/factchecks/2021/may/07/facebook-posts/fact-checking-posts-about-2021-national-day-prayer/,"? May 7, 2021",Facebook posts,FALSE
2295,Says he was ?one of the 2 (state Senators) who voted against? North Carolina?s body camera law.,https://www.politifact.com/factchecks/2021/may/07/jeff-jackson/us-senate-candidate-right-about-north-carolina-bod/,"? May 7, 2021",Jeff Jackson,TRUE
2296,?The global cost of corruption is as much as 5% of the world's GDP.?,https://www.politifact.com/factchecks/2021/may/07/kamala-harris/kamala-harris-said-corruption-costs-much-5-worlds-/,"? May 7, 2021",Kamala Harris,FALSE
2297,"With the goal to preserve 30% of the earth?s land and water by 2030, ?300 million people stand to lose their land and livelihood, most of them tribal and indigenous peoples.?",https://www.politifact.com/factchecks/2021/may/07/survival-international/would-protecting-30-worlds-land-and-waters-hurt-30/,"? May 7, 2021",Survival International,FALSE
2298,"""There?s no strings attached to that money that we?d be getting as an incentive to expand Medicaid.""",https://www.politifact.com/factchecks/2021/may/07/jon-erpenbach/erpenbach-overstates-claim-there-are-no-strings-at/,"? May 7, 2021",Jon Erpenbach,TRUE
2299,"An ongoing audit of the 2020 presidential election in Arizona ?showed Trump ahead by 250,000? votes, and ?nearly 950,000 ballots are declared illegal, nearly all for Biden.?",https://www.politifact.com/factchecks/2021/may/07/facebook-posts/no-truth-claim-arizona-audit-found-trump-250000-vo/,"? May 7, 2021",Facebook posts,FALSE
2300,All charges were dropped against Bill Cosby and he was granted an early release.,https://www.politifact.com/factchecks/2021/may/06/youtube-videos/bill-cosby-still-serving-prison-sentence-aggravate/,"? May 6, 2021",YouTube videos,FALSE
2301,"?Between late December of 2020 and last month, a total of 3,362 people apparently died after getting the COVID vaccine in the United States ? The actual number is almost certainly higher.?",https://www.politifact.com/factchecks/2021/may/06/tucker-carlson/tucker-carlsons-misleading-claim-about-deaths-afte/,"? May 6, 2021",Tucker Carlson,FALSE
2302,Says Nikki Haley ?white-washed? her name because she thought it ?would give her a better chance than the name Nimrata Randhawa.?,https://www.politifact.com/factchecks/2021/may/06/viral-image/nikki-haley-has-gone-her-middle-name-her-whole-lif/,"? May 6, 2021",Viral image,FALSE
2303,"""15-year-old boy passes away from heart attack two days after Pfizer COVID-19 experimental jab.""",https://www.politifact.com/factchecks/2021/may/06/blog-posting/report-teen-died-2-days-after-covid-shot-was-unver/,"? May 6, 2021",Bloggers,FALSE
2304,"""Joe Biden is proposing that any family who tries to pass a business or a farm down to their son or daughter or grandson or granddaughter are going to pay a huge new tax.""",https://www.politifact.com/factchecks/2021/may/06/chris-christie/chris-christie-exaggerates-about-joe-biden-tax-pro/,"? May 6, 2021",Chris Christie,FALSE
2305,?Washington Post ends fact-checking for Biden for the remainder of his presidency.?,https://www.politifact.com/factchecks/2021/may/06/facebook-posts/washington-post-still-fact-checking-joe-biden/,"? May 6, 2021",Facebook posts,FALSE
2306,?A year ago we had the lowest unemployment in history without using taxpayers money.?,https://www.politifact.com/factchecks/2021/may/05/facebook-posts/unemployment-was-lowest-ever-year-ago-no-it-was-hi/,"? May 5, 2021",Facebook posts,FALSE
2307,A spy plane was circling the building of the Arizona election audit.,https://www.politifact.com/factchecks/2021/may/05/blog-posting/airplane-over-coliseum-not-spying-arizona-audit/,"? May 5, 2021",Bloggers,FALSE
2308,"?Joe Suffers Brain Fart! Biden Visits Elementary School, Asks The Children If They?re High Schoolers (VIDEO).?",https://www.politifact.com/factchecks/2021/may/05/blog-posting/biden-didnt-mistake-elementary-students-high-schoo/,"? May 5, 2021",Bloggers,FALSE
2309,"The Green New Deal ?costs an average American household almost $700,000 through 2029.?",https://www.politifact.com/factchecks/2021/may/05/ben-cline/no-green-new-deal-doesnt-cost-average-households-a/,"? May 5, 2021",Ben Cline,FALSE
2310,"California Gov. Gavin Newsom ?just let 76,000 inmates out of jail.""",https://www.politifact.com/factchecks/2021/may/05/john-cox/no-gavin-newsom-did-not-just-let-76000-inmates-out/,"? May 5, 2021",John Cox,FALSE
2311,"With federal stimulus money for schools, ?no distinctions are being made between Wisconsin schools that remain closed to in-person learning, and those that have been re-opened for months.?",https://www.politifact.com/factchecks/2021/may/05/ron-johnson/johnson-falsely-claims-wisconsin-didnt-account-per/,"? May 5, 2021",Ron Johnson,FALSE
2312,"?If you look at some of these places that (reduced police funding), they?ve already seen crime go up.""",https://www.politifact.com/factchecks/2021/may/04/ron-desantis/ron-desantis-misleading-claim-about-crime-police-f/,"? May 4, 2021",Ron DeSantis,FALSE
2313,"?Parents in Vail, Arizona just took over the school board ? all according to the rules. Voted in a whole new board, and immediately removed the mask mandate.?",https://www.politifact.com/factchecks/2021/may/04/viral-image/no-parents-didnt-oust-school-board-vail-arizona/,"? May 4, 2021",Viral image,FALSE
2314,"If you get the COVID-19 vaccine, you can't donate blood or plasma ""because it's completely tainted.""",https://www.politifact.com/factchecks/2021/may/04/tiktok-posts/no-red-cross-isnt-warning-vaccinated-people-not-do/,"? May 4, 2021",TikTok posts,FALSE
2315,"An audit of the 2020 election in Maricopa County, Ariz., ?is confirming the rumors that real ballots have a special watermark.?",https://www.politifact.com/factchecks/2021/may/04/facebook-posts/no-proof-pro-trump-conspiracy-theory-secret-waterm/,"? May 4, 2021",Facebook posts,FALSE
2316,11.6 million people watched Biden?s first presidential address to Congress while far larger audiences watched Donald Trump?s speeches.,https://www.politifact.com/factchecks/2021/may/03/viral-image/about-269-million-people-watched-president-joe-bid/,"? May 3, 2021",Viral image,TRUE
2317,?Corporate income has increased as a share of? gross domestic product.,https://www.politifact.com/factchecks/2021/may/03/janet-yellen/janet-yellen-partly-correct-about-corporate-income/,"? May 3, 2021",Janet Yellen,TRUE
2318,Images show LeBron James standing for China's national anthem while shouting during the United States? national anthem.,https://www.politifact.com/factchecks/2021/may/03/viral-image/viral-image-uses-doctored-photo-paint-lebron-james/,"? May 3, 2021",Viral image,FALSE
2319,"Says Kentucky Derby jockey John Velazquez turned down an invitation to the White House and said, ?if I wanted to see a horse?s ass I would of came in second.?",https://www.politifact.com/factchecks/2021/may/03/facebook-posts/no-john-velazquez-didnt-call-joe-biden-horses-ass/,"? May 3, 2021",Facebook posts,FALSE
2320,"Social media posts stated: ?Remember Kamala telling Joe during the debate, ?You will do whatever the Chinese tell you! They gave your son over a billion dollars.??",https://www.politifact.com/factchecks/2021/apr/30/facebook-posts/no-kamala-harris-did-not-tell-joe-biden-hed-do-wha/,"pril 30, 2021",Facebook posts,FALSE
2321,"""Only <6% of the $2.1 trillion 'infrastructure' bill contains funding for roads & bridges.?",https://www.politifact.com/factchecks/2021/apr/30/randy-feenstra/congressman-carrying-gop-complaint-leaves-lot-out-/,"pril 30, 2021",Randy Feenstra,TRUE
2322,?Anyone remember Kamala telling Joe during the debate: ?You will do whatever the Chinese tell you! They gave your son over a billion dollars.??,https://www.politifact.com/factchecks/2021/apr/30/facebook-posts/no-kamala-harris-didnt-attack-joe-biden-china-duri/,"pril 30, 2021",Facebook posts,FALSE
2323,"""The Unvaccinated Beware, COVID-19 mRNA Shots Cause Death and Disease Through GMO Shedding""",https://www.politifact.com/factchecks/2021/apr/30/facebook-posts/no-there-no-evidence-spending-time-around-vaccinat/,"pril 30, 2021",Facebook posts,FALSE
2324,Vaccine herd immunity doesn?t exist because 100% of the population would have to be vaccinated for it to work.,https://www.politifact.com/factchecks/2021/apr/30/instagram-posts/claim-about-covid-19-vaccines-misinterprets-meanin/,"pril 30, 2021",Instagram posts,FALSE
2325,Says Democrats blocked his efforts at police reform.,https://www.politifact.com/factchecks/2021/apr/30/tim-scott/sen-tim-scott-says-democrats-blocked-his-police-re/,"pril 30, 2021",Tim Scott,TRUE
2326,A new state agreement with Foxconn ?will save Wisconsin taxpayers $2.77 billion.?,https://www.politifact.com/factchecks/2021/apr/30/tony-evers/gov-tony-evers-doesnt-tell-whole-story-claim-new-f/,"pril 30, 2021",Tony Evers,TRUE
2327,?San Francisco had twice as many drug overdose deaths as COVID deaths last year.?,https://www.politifact.com/factchecks/2021/apr/29/kevin-kiley/true-san-francisco-had-far-more-drug-overdose-deat/,"pril 29, 2021",Kevin Kiley,TRUE
2328,"Sen. Joni Ernst's visual aid said liberals wanted to abolish lasagna, among other things.",https://www.politifact.com/factchecks/2021/apr/29/tweets/no-sen-joni-ernst-did-not-say-liberals-wanted-ban-/,"pril 29, 2021",Tweets,FALSE
2329,"?For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia.""",https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/despite-all-talk-covid-19-vaccination-does-not-inf/,"pril 29, 2021",Facebook posts,FALSE
2330,60% of new COVID-19 patients are people who received the vaccine.,https://www.politifact.com/factchecks/2021/apr/29/viral-image/no-vaccinated-people-dont-make-60-new-covid-19-cas/,"pril 29, 2021",Viral image,FALSE
2331,Says Joe Biden is ?going to control how much meat you can eat.?,https://www.politifact.com/factchecks/2021/apr/29/kevin-mccarthy/kevin-mccarthy-repeats-FALSE-claim-biden-will/,"pril 29, 2021",Kevin McCarthy,FALSE
2332,?Law enforcement violence is the leading cause of death for young Black men and women in the US.?,https://www.politifact.com/factchecks/2021/apr/29/kevin-parker/police-violence-leading-cause-death-young-black-me/,"pril 29, 2021",Kevin Parker,FALSE
2333,A leaked email from a Liberal Party politician shows the Canadian government's plan to ?reset? the economy and seize private property.,https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/no-evidence-leaked-email-canadian-politician-authe/,"pril 29, 2021",Facebook posts,FALSE
2334,"It's illegal for a college, public school or employer to ""mandate"" the vaccine because it was authorized for emergency use.",https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/no-its-not-illegal-college-or-employer-require-cov/,"pril 29, 2021",Facebook posts,FALSE
2335,Photo that shows COVID-19 test swabs labeled positive and negative proves that the tests are fixed.,https://www.politifact.com/factchecks/2021/apr/28/instagram-posts/labeled-swabs-photo-are-quality-control-not-sign-c/,"pril 28, 2021",Instagram posts,FALSE
2336,?Very few ? if any? states have a minimum wage of $7.25 an hour.,https://www.politifact.com/factchecks/2021/apr/28/joe-manchin/joe-manchin-gets-it-wrong-about-states-low-minimum/,"pril 28, 2021",Joe Manchin,FALSE
2337,?Joe Biden says Americans can only celebrate the Fourth of July if he says so.?,https://www.politifact.com/factchecks/2021/apr/28/facebook-posts/biden-urging-covid-19-safety-has-not-said-he-might/,"pril 28, 2021",Facebook posts,FALSE
2338,"A Centers for Disease Control and Prevention campaign says, ?FACT: Refusing to take the vaccine is a form of racism since it harms people of color.?",https://www.politifact.com/factchecks/2021/apr/28/viral-image/no-cdc-didnt-say-refusing-take-vaccine-racist/,"pril 28, 2021",Viral image,FALSE
2339,"Group ?identifies 12,547 illegal votes? in Georgia's 2020 election results, ?exceeds margin of victory in the state.?",https://www.politifact.com/factchecks/2021/apr/28/blog-posting/no-proof-another-pro-trump-claim-thousands-illegal/,"pril 28, 2021",Bloggers,FALSE
2340,?UN cultural agency removes birthplace of Jesus from its list of heritage sites.?,https://www.politifact.com/factchecks/2021/apr/28/viral-image/no-unesco-didnt-remove-birthplace-jesus-its-world-/,"pril 28, 2021",Viral image,FALSE
2341,"A McDonald?s restaurant in Elkton, Md., was permanently closed ?due to a sex trafficking investigation.?",https://www.politifact.com/factchecks/2021/apr/28/facebook-posts/no-mcdonalds-maryland-wasnt-closed-because-sex-tra/,"pril 28, 2021",Facebook posts,FALSE
2342,?Hillary Clinton hanged at GITMO.?,https://www.politifact.com/factchecks/2021/apr/28/blog-posting/no-hillary-clinton-wasnt-hanged-guantanamo-bay/,"pril 28, 2021",Bloggers,FALSE
2343,Joe Biden?s 100-day approval rating ?is the lowest in American history.?,https://www.politifact.com/factchecks/2021/apr/28/blog-posting/misleading-headline-claims-bidens-100-day-approval/,"pril 28, 2021",Bloggers,FALSE
2344,On Virginia?s new marijuana law: ?You can have up to one pound with only a $25 fine.?,https://www.politifact.com/factchecks/2021/apr/28/kirk-cox/under-new-virginia-law-pound-pot-will-bring-25-fin/,"pril 28, 2021",Kirk Cox,TRUE
2345,?One of (Joe Biden?s) first acts in office was sending an immigration bill to Congress to grant mass amnesty to illegal immigrants.?,https://www.politifact.com/factchecks/2021/apr/28/thom-tillis/tillis-doesnt-tell-full-story-about-biden-amnesty-/,"pril 27, 2021",Thom Tillis,TRUE
2346,?Biden is currently sending more military equipment to our neighborhoods than Trump did.?,https://www.politifact.com/factchecks/2021/apr/27/black-lives-matter/no-proof-military-equipment-giveaway-soaring-under/,"pril 27, 2021",Black Lives Matter,FALSE
2347,?A quarter of a million illegal votes found in Arizona?s audit.?,https://www.politifact.com/factchecks/2021/apr/27/facebook-posts/no-quarter-million-fraudulent-votes-werent-uncover/,"pril 27, 2021",Facebook posts,FALSE
2348,?Bill Gates fights to keep vaccine ingredients secret.?,https://www.politifact.com/factchecks/2021/apr/27/facebook-posts/no-bill-gates-isnt-fighting-keep-vaccine-ingredien/,"pril 27, 2021",Facebook posts,FALSE
2349,"?70% of Americans don't believe a word the mainstream media puts out,? so ?everyone who thinks Biden won are only 30% of the population.?",https://www.politifact.com/factchecks/2021/apr/27/facebook-posts/about-66-us-public-thinks-joe-biden-legitimate-pre/,"pril 27, 2021",Facebook posts,FALSE
2350,Says his administration?s efforts have led to more school reopenings.,https://www.politifact.com/factchecks/2021/apr/27/joe-biden/why-its-hard-link-school-reopenings-bidens-efforts/,"pril 27, 2021",Joe Biden,TRUE
2351,Mariah Carey faked getting her COVID-19 vaccine because the needle can?t be seen coming out of her arm.,https://www.politifact.com/factchecks/2021/apr/27/instagram-posts/mariah-carey-didnt-fake-getting-her-covid-19-vacci/,"ril 27, 2021",Instagram posts,FALSE
2352,"?Human trafficking and drugs? at the Mexico border have ?doubled, tripled and quadrupled? since Joe Biden became president.",https://www.politifact.com/factchecks/2021/apr/27/donald-trump/no-proof-trumps-claim-surge-trafficking-drugs-bord/,"pril 27, 2021",Donald Trump,FALSE
2353,?The Biden Administration is buying Kamala Harris? book with our taxpayer dollars.?,https://www.politifact.com/factchecks/2021/apr/27/facebook-posts/no-biden-administration-isnt-buying-kamala-harris-/,"pril 27, 2021",Facebook posts,FALSE
2354,Photo shows Facebook?s ?community standards team.?,https://www.politifact.com/factchecks/2021/apr/27/viral-image/no-photo-doesnt-show-facebooks-community-standards/,"pril 27, 2021",Viral image,FALSE
2355,COVID-19 ?has killed less people than the damn flu.?,https://www.politifact.com/factchecks/2021/apr/27/facebook-posts/no-covid-19-hasnt-killed-fewer-people-flu/,"pril 27, 2021",Facebook posts,FALSE
2356,"Says the Memphis Police Department ?will no longer respond? to crimes including larceny, breaking and entering, and motor vehicle theft.",https://www.politifact.com/factchecks/2021/apr/27/viral-image/no-memphis-police-arent-ignoring-these-crimes/,"pril 27, 2021",Viral image,FALSE
2357,?You didn't see Republicans when we had control of the Senate try to rig the game.?,https://www.politifact.com/factchecks/2021/apr/27/ted-cruz/ted-cruzs-dubious-claim-gop-didnt-rig-scotus-confi/,"pril 27, 2021",Ted Cruz,FALSE
2358,Foxconn ?is the largest taxpayer in Racine County.?,https://www.politifact.com/factchecks/2021/apr/27/van-wanggaard/yes-foxconn-largest-taxpayer-racine-county/,"pril 27, 2021",Van Wanggaard,TRUE
2359,"""Biden's climate requirements"" will ""cut 90% of red meat from diet"" to a ""max 4 lbs per year"" and ""one burger per month.""",https://www.politifact.com/factchecks/2021/apr/26/fox-news-channel/joe-biden-banning-burgers-fox-news-gop-politicians/,"pril 26, 2021",Fox News Channel,FALSE
2360,"By clicking on a link from a fake USPS text message, ?you are sending your precise location to sex traffickers in your local area? so they can kidnap you.",https://www.politifact.com/factchecks/2021/apr/26/facebook-posts/no-fake-usps-text-message-isnt-tied-sex-traffickin/,"pril 26, 2021",Facebook posts,FALSE
2361,"?Those 30-, 40-year mortgages? prove that banks know climate change ?is not going to happen.?",https://www.politifact.com/factchecks/2021/apr/26/instagram-posts/no-home-mortgages-dont-prove-climate-change-scam/,"pril 26, 2021",Instagram posts,FALSE
2362,Says Joe Biden was the only world leader to wear a face mask during a video conference.,https://www.politifact.com/factchecks/2021/apr/26/viral-image/no-biden-wasnt-only-world-leader-wear-mask-during-/,"pril 26, 2021",Viral image,FALSE
2363,"Says the Chicago Police Department tweeted, ?We are all Derek Chauvin.?",https://www.politifact.com/factchecks/2021/apr/26/viral-image/no-chicago-police-department-didnt-tweet-derek-cha/,"pril 26, 2021",Viral image,FALSE
2364,Officials ?recommend that women who get one of these (COVID-19) shots should absolutely not get pregnant for at least the first two months after they?ve been injected.?,https://www.politifact.com/factchecks/2021/apr/26/sherri-tenpenny/no-you-dont-need-avoid-getting-pregnant-after-gett/,"pril 26, 2021",Sherri Tenpenny,FALSE
2365,"""An average of nearly 5,000 Missourians were contracting COVID every day in November.""",https://www.politifact.com/factchecks/2021/apr/24/missouri-house-democratic-caucus/democrats-exaggerated-missouris-november-covid-19-/,"pril 24, 2021",Missouri House Democratic Caucus,FALSE
2366,"Says Joe Biden said, ?This country is doomed, not just because of African Americans, but because by 2040 this country is going to be minority white European.""",https://www.politifact.com/factchecks/2021/apr/23/instagram-posts/no-biden-didnt-say-country-doomed-because-african-/,"pril 23, 2021",Instagram posts,FALSE
2367,"""Mountains of data"" show drug ivermectin ""basically obliterates"" COVID-19 transmission.",https://www.politifact.com/factchecks/2021/apr/23/instagram-posts/fact-checking-claim-about-use-ivermectin-treat-cov/,"pril 23, 2021",Instagram posts,FALSE
2368,"A video shows Kim Jong Un calling Joe Biden a ""thug,"" a ""coward,"" and ""mentally unstable"" in a speech.",https://www.politifact.com/factchecks/2021/apr/23/tiktok-posts/viral-tiktok-video-kim-jong-un-uses-made-english-s/,"pril 23, 2021",TikTok posts,FALSE
2369,Video shows Donald Trump returning to Washington ?in a blaze of glory on Air Force 1.?,https://www.politifact.com/factchecks/2021/apr/23/facebook-posts/old-video-shows-trump-arriving-florida/,"pril 23, 2021",Facebook posts,FALSE
2370,?Pope Francis is dead.?,https://www.politifact.com/factchecks/2021/apr/23/facebook-posts/no-pope-francis-not-dead/,"pril 23, 2021",Facebook posts,FALSE
2371,?Statistics show that more people of color don't have cars than not. So how do (drive-thru voting centers) help those folks?",https://www.politifact.com/factchecks/2021/apr/23/dan-patrick/voting-debate-no-evidence-more-people-color-dont-o/,"pril 23, 2021",Dan Patrick,FALSE
2372,Maxine Waters could be ?sentenced? for ?jury tampering.?,https://www.politifact.com/factchecks/2021/apr/23/facebook-posts/did-california-congresswoman-maxine-waters-tamper-/,"pril 23, 2021",Facebook posts,FALSE
2373,Children ages 5 to 9 ?are not affected by? the coronavirus.,https://www.politifact.com/factchecks/2021/apr/23/facebook-posts/covid-19-far-less-dangerous-kids-wrong-say-they-ar/,"pril 23, 2021",Facebook posts,TRUE
2374,The knife was on the ground when police arrived at the scene of Ma?Khia Bryant shooting.,https://www.politifact.com/factchecks/2021/apr/23/facebook-posts/body-camera-footage-shows-makhia-bryant-holding-kn/,"pril 23, 2021",Facebook posts,FALSE
2375,"For mitigating COVID-19 spread, ?masks (are) the number one way to do so.""",https://www.politifact.com/factchecks/2021/apr/23/jill-underly/wisconsin-schools-leader-mark-claim-masks-are-fact/,"pril 23, 2021",Jill Underly,TRUE
2376,Derek Chauvin?s attorney said that space aliens ?inhabited the body of Derek Chauvin and caused this death.?,https://www.politifact.com/factchecks/2021/apr/22/tiktok-posts/no-derek-chauvins-lawyer-didnt-say-space-aliens-in/,"pril 22, 2021",TikTok posts,FALSE
2377,"Says LeBron James said, ?We?re at the point where a girl can?t even stab her friends anymore.?",https://www.politifact.com/factchecks/2021/apr/22/facebook-posts/lebron-james-didnt-lament-girl-cant-stab-her-frien/,"pril 22, 2021",Facebook posts,FALSE
2378,Photos reveal Greta Thunberg is a trained actress who comes from a long line of actors.,https://www.politifact.com/factchecks/2021/apr/22/viral-image/photos-reveal-greta-thunberg-trained-actress-who-c/,"pril 22, 2021",Viral image,FALSE
2379,?The federal American Rescue Plan will purchase more food from farmers for distribution.",https://www.politifact.com/factchecks/2021/apr/22/zach-wahls/american-rescue-plan-has-4-billion-food-distributi/,"pril 22, 2021",Zach Wahls,TRUE
2380,Two photos show climate change ?is a hoax.?,https://www.politifact.com/factchecks/2021/apr/21/facebook-posts/no-two-photos-dont-reveal-sea-levels-dont-prove-cl/,"pril 21, 2021",Facebook posts,FALSE
2381,?Black Lives Matter and antifa set Catholic church on fire in Minneapolis.?,https://www.politifact.com/factchecks/2021/apr/21/instagram-posts/theres-no-evidence-minneapolis-church-fire-was-rel/,"pril 21, 2021",Instagram posts,FALSE
2382,Photo shows President Barack Obama posing with a 420 sign.,https://www.politifact.com/factchecks/2021/apr/21/viral-image/no-obama-didnt-pose-next-420-sign/,"pril 21, 2021",Viral image,FALSE
2383,Derek Chauvin?s trial and conviction for the murder of George Floyd was faked as part of a ?false flag.?,https://www.politifact.com/factchecks/2021/apr/21/facebook-posts/no-derek-chauvins-conviction-george-floyd-murder-w/,"pril 21, 2021",Facebook posts,FALSE
2384,Women?s menstrual cycles and fertility are affected by being around people who have received COVID-19 vaccines,https://www.politifact.com/factchecks/2021/apr/21/facebook-posts/no-womens-cycles-and-fertility-are-not-affected-be/,"pril 21, 2021",Facebook posts,FALSE
2385,?Stanford study results? show face masks are ineffective and dangerous.,https://www.politifact.com/factchecks/2021/apr/21/blog-posting/paper-about-mask-wearing-was-not-stanford-and-make/,"pril 21, 2021",Bloggers,FALSE
2386,?Private insurance gives ? better coverage? than people would get under a Medicaid expansion.,https://www.politifact.com/factchecks/2021/apr/21/mark-born/no-private-insurance-doesnt-provide-better-coverag/,"pril 21, 2021",Mark Born,FALSE
2387,Japan?s prime minister met with Vice President Kamala Harris holding a Trump 2024 sign and wearing a red baseball cap.,https://www.politifact.com/factchecks/2021/apr/20/facebook-posts/no-prime-minister-japan-didnt-hold-trump-2024-sign/,"pril 20, 2021",Facebook posts,FALSE
2388,?Joe Biden and the Democrats want to remove any term that denotes gender.?,https://www.politifact.com/factchecks/2021/apr/20/facebook-posts/fact-check-biden-democrats-gender-remove/,"pril 19, 2021",Facebook posts,FALSE
2389,?Foot Locker donated 200 million dollars to BLM.?,https://www.politifact.com/factchecks/2021/apr/19/facebook-posts/foot-locker-did-not-donate-200-million-black-lives/,"pril 19, 2021",Facebook posts,FALSE
2390,Derek Chauvin had his left hand in his pocket while kneeling on George Floyd.,https://www.politifact.com/factchecks/2021/apr/19/facebook-posts/did-derek-chauvin-have-his-hand-his-pocket-he-rest/,"pril 19, 2021",Facebook posts,FALSE
2391,Schools stopped teaching children cursive so they wouldn?t be able to read the U.S. Constitution and other historical documents.,https://www.politifact.com/factchecks/2021/apr/19/facebook-posts/no-schools-didnt-stop-teaching-cursive-writing-kee/,"pril 19, 2021",Facebook posts,FALSE
2392,Hobby Lobby?s CEO wrote a letter saying the company?s stores may close.,https://www.politifact.com/factchecks/2021/apr/19/facebook-posts/no-hobby-lobbys-ceo-didnt-say-stores-are-closing/,"pril 19, 2021",Facebook posts,FALSE
2393,A serial killer is on the loose in Virginia.,https://www.politifact.com/factchecks/2021/apr/19/facebook-posts/police-have-said-no-foul-play-suspected-three-rece/,"pril 19, 2021",Facebook posts,FALSE
2394,"?I restored felons? rights - 173,000 - more than any governor in the history of America.?",https://www.politifact.com/factchecks/2021/apr/19/terry-mcauliffe/mcauliffe-near-top-restoring-ex-felon-voting-right/,"pril 19, 2021",Terry McAuliffe,TRUE
2395,Texas ?could be very close to herd immunity.?,https://www.politifact.com/factchecks/2021/apr/19/greg-abbott/calculating-herd-immunity-more-simple-math/,"pril 19, 2021",Greg Abbott,FALSE
2396,?We have 23% of all the lead pipe leads in America in the Chicagoland area.?,https://www.politifact.com/factchecks/2021/apr/18/richard-durbin/are-nearly-quarter-americas-lead-pipes-chicagoland/,"pril 18, 2021",Richard Durbin,TRUE
2397,"Says science shows the physiological effects of wearing masks include hypoxemia, hypercapnia, shortness of breath, toxicity and increased muscle tension.",https://www.politifact.com/factchecks/2021/apr/16/diamond-and-silk/medical-hypotheses-journal-article-lacks-evidence-/,"pril 16, 2021",Diamond and Silk,FALSE
2398,Police say there is a suspected serial killer in Baton Rouge.,https://www.politifact.com/factchecks/2021/apr/16/viral-image/no-police-arent-investigating-suspected-serial-kil/,"pril 16, 2021",Viral image,FALSE
2399,Michigan used a mathematical ?key? to manipulate vote totals in 2020 election.,https://www.politifact.com/factchecks/2021/apr/16/douglas-frank/no-evidence-michigan-used-algorithm-manipulate-ele/,"pril 16, 2021",Douglas Frank,FALSE
